// Validating benchmarks:
// ***** BenchmarkRunner: Start   *****
// ***** Found 2 benchmark(s) in total *****
// ***** Building 1 exe(s) in Parallel: Start   *****
// start dotnet  restore /p:UseSharedCompilation=false /p:BuildInParallel=false /m:1 /p:Deterministic=true /p:Optimize=true in C:\Users\Nicho\Desktop\C#\BSSCalc\bin\Release\net7.0\e417c98a-eea6-4290-a5b7-50e5579f47e5
// command took 2.65s and exited with 0
// start dotnet  build -c Release --no-restore /p:UseSharedCompilation=false /p:BuildInParallel=false /m:1 /p:Deterministic=true /p:Optimize=true in C:\Users\Nicho\Desktop\C#\BSSCalc\bin\Release\net7.0\e417c98a-eea6-4290-a5b7-50e5579f47e5
// command took 5.86s and exited with 0
// ***** Done, took 00:00:08 (8.61 sec)   *****
// Found 2 benchmarks:
//   DateParserBenchmark.GetYearFromDateTime: DefaultJob
//   DateParserBenchmark.GetYearFromSplit: DefaultJob

Setup power plan (GUID: 8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c FriendlyName: High performance)
WorkloadActual  32: 1048576 op, 498867200.00 ns, 475.7568 ns/op
WorkloadActual  33: 1048576 op, 521437900.00 ns, 497.2819 ns/op
WorkloadActual  34: 1048576 op, 472633400.00 ns, 450.7383 ns/op
WorkloadActual  35: 1048576 op, 474041000.00 ns, 452.0807 ns/op
WorkloadActual  36: 1048576 op, 508271700.00 ns, 484.7257 ns/op
WorkloadActual  37: 1048576 op, 603043900.00 ns, 575.1075 ns/op
WorkloadActual  38: 1048576 op, 612043000.00 ns, 583.6897 ns/op
WorkloadActual  39: 1048576 op, 602925800.00 ns, 574.9949 ns/op
WorkloadActual  40: 1048576 op, 628348700.00 ns, 599.2400 ns/op
WorkloadActual  41: 1048576 op, 608465000.00 ns, 580.2774 ns/op
WorkloadActual  42: 1048576 op, 551719900.00 ns, 526.1611 ns/op
WorkloadActual  43: 1048576 op, 511856500.00 ns, 488.1444 ns/op
WorkloadActual  44: 1048576 op, 477130900.00 ns, 455.0275 ns/op
WorkloadActual  45: 1048576 op, 472024100.00 ns, 450.1573 ns/op
WorkloadActual  46: 1048576 op, 484959500.00 ns, 462.4934 ns/op
WorkloadActual  47: 1048576 op, 486278500.00 ns, 463.7513 ns/op
WorkloadActual  48: 1048576 op, 484575800.00 ns, 462.1275 ns/op
WorkloadActual  49: 1048576 op, 491445200.00 ns, 468.6787 ns/op
WorkloadActual  50: 1048576 op, 520504300.00 ns, 496.3916 ns/op
WorkloadActual  51: 1048576 op, 524386600.00 ns, 500.0940 ns/op
WorkloadActual  52: 1048576 op, 476932400.00 ns, 454.8382 ns/op
WorkloadActual  53: 1048576 op, 477329400.00 ns, 455.2168 ns/op
WorkloadActual  54: 1048576 op, 471686000.00 ns, 449.8348 ns/op
WorkloadActual  55: 1048576 op, 478937400.00 ns, 456.7503 ns/op
WorkloadActual  56: 1048576 op, 480469700.00 ns, 458.2116 ns/op
WorkloadActual  57: 1048576 op, 484375400.00 ns, 461.9364 ns/op
WorkloadActual  58: 1048576 op, 501646800.00 ns, 478.4077 ns/op
WorkloadActual  59: 1048576 op, 505670900.00 ns, 482.2453 ns/op
WorkloadActual  60: 1048576 op, 492789300.00 ns, 469.9605 ns/op
WorkloadActual  61: 1048576 op, 491041800.00 ns, 468.2940 ns/op
WorkloadActual  62: 1048576 op, 499157100.00 ns, 476.0333 ns/op
WorkloadActual  63: 1048576 op, 523649900.00 ns, 499.3915 ns/op
WorkloadActual  64: 1048576 op, 516603900.00 ns, 492.6719 ns/op
WorkloadActual  65: 1048576 op, 484436500.00 ns, 461.9946 ns/op
WorkloadActual  66: 1048576 op, 479358800.00 ns, 457.1522 ns/op
WorkloadActual  67: 1048576 op, 480808200.00 ns, 458.5344 ns/op
WorkloadActual  68: 1048576 op, 492887100.00 ns, 470.0538 ns/op
WorkloadActual  69: 1048576 op, 473547700.00 ns, 451.6103 ns/op
WorkloadActual  70: 1048576 op, 471111800.00 ns, 449.2872 ns/op
WorkloadActual  71: 1048576 op, 475784800.00 ns, 453.7437 ns/op
WorkloadActual  72: 1048576 op, 475994500.00 ns, 453.9437 ns/op
WorkloadActual  73: 1048576 op, 470585500.00 ns, 448.7853 ns/op
WorkloadActual  74: 1048576 op, 494433300.00 ns, 471.5283 ns/op
WorkloadActual  75: 1048576 op, 468439200.00 ns, 446.7384 ns/op
WorkloadActual  76: 1048576 op, 467974900.00 ns, 446.2956 ns/op
WorkloadActual  77: 1048576 op, 490058000.00 ns, 467.3557 ns/op
WorkloadActual  78: 1048576 op, 529439700.00 ns, 504.9130 ns/op
WorkloadActual  79: 1048576 op, 483122600.00 ns, 460.7416 ns/op
WorkloadActual  80: 1048576 op, 477299000.00 ns, 455.1878 ns/op
WorkloadActual  81: 1048576 op, 494415500.00 ns, 471.5114 ns/op
WorkloadActual  82: 1048576 op, 473659900.00 ns, 451.7173 ns/op
WorkloadActual  83: 1048576 op, 478414000.00 ns, 456.2511 ns/op
WorkloadActual  84: 1048576 op, 493705800.00 ns, 470.8345 ns/op
WorkloadActual  85: 1048576 op, 490887000.00 ns, 468.1463 ns/op
WorkloadActual  86: 1048576 op, 484612600.00 ns, 462.1626 ns/op

// AfterActualRun
WorkloadResult   1: 1048576 op, 543114100.00 ns, 517.9540 ns/op
WorkloadResult   2: 1048576 op, 500328100.00 ns, 477.1501 ns/op
WorkloadResult   3: 1048576 op, 497080200.00 ns, 474.0526 ns/op
WorkloadResult   4: 1048576 op, 459240500.00 ns, 437.9659 ns/op
WorkloadResult   5: 1048576 op, 457361000.00 ns, 436.1734 ns/op
WorkloadResult   6: 1048576 op, 459553900.00 ns, 438.2648 ns/op
WorkloadResult   7: 1048576 op, 482381400.00 ns, 460.0348 ns/op
WorkloadResult   8: 1048576 op, 451432200.00 ns, 430.5193 ns/op
WorkloadResult   9: 1048576 op, 445593600.00 ns, 424.9512 ns/op
WorkloadResult  10: 1048576 op, 436937400.00 ns, 416.6960 ns/op
WorkloadResult  11: 1048576 op, 434172800.00 ns, 414.0594 ns/op
WorkloadResult  12: 1048576 op, 523904800.00 ns, 499.6346 ns/op
WorkloadResult  13: 1048576 op, 493442000.00 ns, 470.5830 ns/op
WorkloadResult  14: 1048576 op, 503195700.00 ns, 479.8848 ns/op
WorkloadResult  15: 1048576 op, 518797100.00 ns, 494.7635 ns/op
WorkloadResult  16: 1048576 op, 502951800.00 ns, 479.6522 ns/op
WorkloadResult  17: 1048576 op, 473399300.00 ns, 451.4688 ns/op
WorkloadResult  18: 1048576 op, 530101100.00 ns, 505.5438 ns/op
WorkloadResult  19: 1048576 op, 497408200.00 ns, 474.3654 ns/op
WorkloadResult  20: 1048576 op, 476047500.00 ns, 453.9943 ns/op
WorkloadResult  21: 1048576 op, 482215000.00 ns, 459.8761 ns/op
WorkloadResult  22: 1048576 op, 540427800.00 ns, 515.3921 ns/op
WorkloadResult  23: 1048576 op, 547693900.00 ns, 522.3216 ns/op
WorkloadResult  24: 1048576 op, 554181100.00 ns, 528.5083 ns/op
WorkloadResult  25: 1048576 op, 539427100.00 ns, 514.4378 ns/op
WorkloadResult  26: 1048576 op, 516900500.00 ns, 492.9547 ns/op
WorkloadResult  27: 1048576 op, 462252200.00 ns, 440.8381 ns/op
WorkloadResult  28: 1048576 op, 480107600.00 ns, 457.8663 ns/op
WorkloadResult  29: 1048576 op, 487012500.00 ns, 464.4513 ns/op
WorkloadResult  30: 1048576 op, 474644800.00 ns, 452.6566 ns/op
WorkloadResult  31: 1048576 op, 495416400.00 ns, 472.4659 ns/op
WorkloadResult  32: 1048576 op, 517987100.00 ns, 493.9910 ns/op
WorkloadResult  33: 1048576 op, 469182600.00 ns, 447.4474 ns/op
WorkloadResult  34: 1048576 op, 470590200.00 ns, 448.7898 ns/op
WorkloadResult  35: 1048576 op, 504820900.00 ns, 481.4347 ns/op
WorkloadResult  36: 1048576 op, 548269100.00 ns, 522.8702 ns/op
WorkloadResult  37: 1048576 op, 508405700.00 ns, 484.8535 ns/op
WorkloadResult  38: 1048576 op, 473680100.00 ns, 451.7365 ns/op
WorkloadResult  39: 1048576 op, 468573300.00 ns, 446.8663 ns/op
WorkloadResult  40: 1048576 op, 481508700.00 ns, 459.2025 ns/op
WorkloadResult  41: 1048576 op, 482827700.00 ns, 460.4604 ns/op
WorkloadResult  42: 1048576 op, 481125000.00 ns, 458.8366 ns/op
WorkloadResult  43: 1048576 op, 487994400.00 ns, 465.3877 ns/op
WorkloadResult  44: 1048576 op, 517053500.00 ns, 493.1006 ns/op
WorkloadResult  45: 1048576 op, 520935800.00 ns, 496.8031 ns/op
WorkloadResult  46: 1048576 op, 473481600.00 ns, 451.5472 ns/op
WorkloadResult  47: 1048576 op, 473878600.00 ns, 451.9258 ns/op
WorkloadResult  48: 1048576 op, 468235200.00 ns, 446.5439 ns/op
WorkloadResult  49: 1048576 op, 475486600.00 ns, 453.4594 ns/op
WorkloadResult  50: 1048576 op, 477018900.00 ns, 454.9207 ns/op
WorkloadResult  51: 1048576 op, 480924600.00 ns, 458.6454 ns/op
WorkloadResult  52: 1048576 op, 498196000.00 ns, 475.1167 ns/op
WorkloadResult  53: 1048576 op, 502220100.00 ns, 478.9544 ns/op
WorkloadResult  54: 1048576 op, 489338500.00 ns, 466.6696 ns/op
WorkloadResult  55: 1048576 op, 487591000.00 ns, 465.0030 ns/op
WorkloadResult  56: 1048576 op, 495706300.00 ns, 472.7424 ns/op
WorkloadResult  57: 1048576 op, 520199100.00 ns, 496.1005 ns/op
WorkloadResult  58: 1048576 op, 513153100.00 ns, 489.3809 ns/op
WorkloadResult  59: 1048576 op, 480985700.00 ns, 458.7037 ns/op
WorkloadResult  60: 1048576 op, 475908000.00 ns, 453.8612 ns/op
WorkloadResult  61: 1048576 op, 477357400.00 ns, 455.2435 ns/op
WorkloadResult  62: 1048576 op, 489436300.00 ns, 466.7628 ns/op
WorkloadResult  63: 1048576 op, 470096900.00 ns, 448.3193 ns/op
WorkloadResult  64: 1048576 op, 467661000.00 ns, 445.9963 ns/op
WorkloadResult  65: 1048576 op, 472334000.00 ns, 450.4528 ns/op
WorkloadResult  66: 1048576 op, 472543700.00 ns, 450.6528 ns/op
WorkloadResult  67: 1048576 op, 467134700.00 ns, 445.4944 ns/op
WorkloadResult  68: 1048576 op, 490982500.00 ns, 468.2374 ns/op
WorkloadResult  69: 1048576 op, 464988400.00 ns, 443.4475 ns/op
WorkloadResult  70: 1048576 op, 464524100.00 ns, 443.0047 ns/op
WorkloadResult  71: 1048576 op, 486607200.00 ns, 464.0648 ns/op
WorkloadResult  72: 1048576 op, 525988900.00 ns, 501.6221 ns/op
WorkloadResult  73: 1048576 op, 479671800.00 ns, 457.4507 ns/op
WorkloadResult  74: 1048576 op, 473848200.00 ns, 451.8969 ns/op
WorkloadResult  75: 1048576 op, 490964700.00 ns, 468.2204 ns/op
WorkloadResult  76: 1048576 op, 470209100.00 ns, 448.4263 ns/op
WorkloadResult  77: 1048576 op, 474963200.00 ns, 452.9602 ns/op
WorkloadResult  78: 1048576 op, 490255000.00 ns, 467.5436 ns/op
WorkloadResult  79: 1048576 op, 487436200.00 ns, 464.8554 ns/op
WorkloadResult  80: 1048576 op, 481161800.00 ns, 458.8717 ns/op
// GC:  0 0 0 600 1048576
// Threading:  0 0 1048576

// AfterAll
// Benchmark Process 19828 has exited with code 0.

Mean = 466.229 ns, StdErr = 2.724 ns (0.58%), N = 80, StdDev = 24.363 ns
Min = 414.059 ns, Q1 = 451.265 ns, Median = 459.955 ns, Q3 = 479.129 ns, Max = 528.508 ns
IQR = 27.864 ns, LowerFence = 409.469 ns, UpperFence = 520.925 ns
ConfidenceInterval = [456.919 ns; 475.540 ns] (CI 99.9%), Margin = 9.310 ns (2.00% of Mean)
Skewness = 0.6, Kurtosis = 3.05, MValue = 2.29

// ** Remained 1 (50.0%) benchmark(s) to run. Estimated finish 2023-01-22 22:10 (0h 0m from now) **
Setup power plan (GUID: 8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c FriendlyName: High performance)
// **************************
// Benchmark: DateParserBenchmark.GetYearFromSplit: DefaultJob
// *** Execute ***
// Launch: 1 / 1
// Execute: dotnet e417c98a-eea6-4290-a5b7-50e5579f47e5.dll --anonymousPipes 1864 1860 --benchmarkName BSSCalculator.DateParserBenchmark.GetYearFromSplit --job Default --benchmarkId 1 in C:\Users\Nicho\Desktop\C#\BSSCalc\bin\Release\net7.0\e417c98a-eea6-4290-a5b7-50e5579f47e5\bin\Release\net7.0
// BeforeAnythingElse

// Benchmark Process Environment Information:
// Runtime=.NET 7.0.2 (7.0.222.60605), X64 RyuJIT AVX2
// GC=Concurrent Workstation
// HardwareIntrinsics=AVX2,AES,BMI1,BMI2,FMA,LZCNT,PCLMUL,POPCNT VectorSize=256
// Job: DefaultJob

OverheadJitting  1: 1 op, 273500.00 ns, 273.5000 us/op
WorkloadJitting  1: 1 op, 555000.00 ns, 555.0000 us/op

OverheadJitting  2: 16 op, 402800.00 ns, 25.1750 us/op
WorkloadJitting  2: 16 op, 418700.00 ns, 26.1687 us/op

WorkloadPilot    1: 16 op, 8700.00 ns, 543.7500 ns/op
WorkloadPilot    2: 32 op, 9600.00 ns, 300.0000 ns/op
WorkloadPilot    3: 64 op, 18200.00 ns, 284.3750 ns/op
WorkloadPilot    4: 128 op, 28900.00 ns, 225.7812 ns/op
WorkloadPilot    5: 256 op, 85400.00 ns, 333.5938 ns/op
WorkloadPilot    6: 512 op, 154900.00 ns, 302.5391 ns/op
WorkloadPilot    7: 1024 op, 202900.00 ns, 198.1445 ns/op
WorkloadPilot    8: 2048 op, 425600.00 ns, 207.8125 ns/op
WorkloadPilot    9: 4096 op, 880200.00 ns, 214.8926 ns/op
WorkloadPilot   10: 8192 op, 2140800.00 ns, 261.3281 ns/op
WorkloadPilot   11: 16384 op, 3475800.00 ns, 212.1460 ns/op
WorkloadPilot   12: 32768 op, 6981900.00 ns, 213.0707 ns/op
WorkloadPilot   13: 65536 op, 10584600.00 ns, 161.5082 ns/op
WorkloadPilot   14: 131072 op, 20458500.00 ns, 156.0860 ns/op
WorkloadPilot   15: 262144 op, 39536000.00 ns, 150.8179 ns/op
WorkloadPilot   16: 524288 op, 78075700.00 ns, 148.9176 ns/op
WorkloadPilot   17: 1048576 op, 112792400.00 ns, 107.5672 ns/op
WorkloadPilot   18: 2097152 op, 222956800.00 ns, 106.3141 ns/op
WorkloadPilot   19: 4194304 op, 459040200.00 ns, 109.4437 ns/op
WorkloadPilot   20: 8388608 op, 958851500.00 ns, 114.3040 ns/op

OverheadWarmup   1: 8388608 op, 19497800.00 ns, 2.3243 ns/op
OverheadWarmup   2: 8388608 op, 19236600.00 ns, 2.2932 ns/op
OverheadWarmup   3: 8388608 op, 19566600.00 ns, 2.3325 ns/op
OverheadWarmup   4: 8388608 op, 20093700.00 ns, 2.3954 ns/op
OverheadWarmup   5: 8388608 op, 21497700.00 ns, 2.5627 ns/op
OverheadWarmup   6: 8388608 op, 20618900.00 ns, 2.4580 ns/op
OverheadWarmup   7: 8388608 op, 19270300.00 ns, 2.2972 ns/op
OverheadWarmup   8: 8388608 op, 20755800.00 ns, 2.4743 ns/op
OverheadWarmup   9: 8388608 op, 20280500.00 ns, 2.4176 ns/op

OverheadActual   1: 8388608 op, 19385700.00 ns, 2.3110 ns/op
OverheadActual   2: 8388608 op, 19094200.00 ns, 2.2762 ns/op
OverheadActual   3: 8388608 op, 22247600.00 ns, 2.6521 ns/op
OverheadActual   4: 8388608 op, 25329600.00 ns, 3.0195 ns/op
OverheadActual   5: 8388608 op, 20817800.00 ns, 2.4817 ns/op
OverheadActual   6: 8388608 op, 21069400.00 ns, 2.5117 ns/op
OverheadActual   7: 8388608 op, 19516400.00 ns, 2.3265 ns/op
OverheadActual   8: 8388608 op, 21267300.00 ns, 2.5353 ns/op
OverheadActual   9: 8388608 op, 21741600.00 ns, 2.5918 ns/op
OverheadActual  10: 8388608 op, 19271400.00 ns, 2.2973 ns/op
OverheadActual  11: 8388608 op, 18159600.00 ns, 2.1648 ns/op
OverheadActual  12: 8388608 op, 16503800.00 ns, 1.9674 ns/op
OverheadActual  13: 8388608 op, 16397300.00 ns, 1.9547 ns/op
OverheadActual  14: 8388608 op, 17159900.00 ns, 2.0456 ns/op
OverheadActual  15: 8388608 op, 16143500.00 ns, 1.9245 ns/op
OverheadActual  16: 8388608 op, 16466300.00 ns, 1.9629 ns/op
OverheadActual  17: 8388608 op, 15591400.00 ns, 1.8586 ns/op
OverheadActual  18: 8388608 op, 16800300.00 ns, 2.0028 ns/op
OverheadActual  19: 8388608 op, 17134300.00 ns, 2.0426 ns/op
OverheadActual  20: 8388608 op, 17572400.00 ns, 2.0948 ns/op

WorkloadWarmup   1: 8388608 op, 940915600.00 ns, 112.1659 ns/op
WorkloadWarmup   2: 8388608 op, 1031185700.00 ns, 122.9269 ns/op
WorkloadWarmup   3: 8388608 op, 858032300.00 ns, 102.2854 ns/op
WorkloadWarmup   4: 8388608 op, 894415700.00 ns, 106.6227 ns/op
WorkloadWarmup   5: 8388608 op, 906003900.00 ns, 108.0041 ns/op
WorkloadWarmup   6: 8388608 op, 917946400.00 ns, 109.4277 ns/op
WorkloadWarmup   7: 8388608 op, 1032335600.00 ns, 123.0640 ns/op
WorkloadWarmup   8: 8388608 op, 1027301000.00 ns, 122.4638 ns/op

// BeforeActualRun
WorkloadActual   1: 8388608 op, 859642800.00 ns, 102.4774 ns/op
WorkloadActual   2: 8388608 op, 824531700.00 ns, 98.2918 ns/op
WorkloadActual   3: 8388608 op, 830346200.00 ns, 98.9850 ns/op
WorkloadActual   4: 8388608 op, 839203000.00 ns, 100.0408 ns/op
WorkloadActual   5: 8388608 op, 850987500.00 ns, 101.4456 ns/op
WorkloadActual   6: 8388608 op, 820816700.00 ns, 97.8490 ns/op
WorkloadActual   7: 8388608 op, 879993500.00 ns, 104.9034 ns/op
WorkloadActual   8: 8388608 op, 968467300.00 ns, 115.4503 ns/op
WorkloadActual   9: 8388608 op, 848833800.00 ns, 101.1889 ns/op
WorkloadActual  10: 8388608 op, 869138100.00 ns, 103.6093 ns/op
WorkloadActual  11: 8388608 op, 853715400.00 ns, 101.7708 ns/op
WorkloadActual  12: 8388608 op, 953453000.00 ns, 113.6605 ns/op
WorkloadActual  13: 8388608 op, 989211000.00 ns, 117.9231 ns/op
WorkloadActual  14: 8388608 op, 809659300.00 ns, 96.5189 ns/op
WorkloadActual  15: 8388608 op, 828111400.00 ns, 98.7186 ns/op
WorkloadActual  16: 8388608 op, 816237000.00 ns, 97.3030 ns/op
WorkloadActual  17: 8388608 op, 809598900.00 ns, 96.5117 ns/op
WorkloadActual  18: 8388608 op, 837686700.00 ns, 99.8600 ns/op
WorkloadActual  19: 8388608 op, 1026710700.00 ns, 122.3935 ns/op
WorkloadActual  20: 8388608 op, 991223700.00 ns, 118.1631 ns/op
WorkloadActual  21: 8388608 op, 1002803500.00 ns, 119.5435 ns/op
WorkloadActual  22: 8388608 op, 947731800.00 ns, 112.9784 ns/op
WorkloadActual  23: 8388608 op, 894354500.00 ns, 106.6154 ns/op
WorkloadActual  24: 8388608 op, 839195000.00 ns, 100.0398 ns/op
WorkloadActual  25: 8388608 op, 819291500.00 ns, 97.6672 ns/op
WorkloadActual  26: 8388608 op, 856913200.00 ns, 102.1520 ns/op
WorkloadActual  27: 8388608 op, 945701400.00 ns, 112.7364 ns/op
WorkloadActual  28: 8388608 op, 1005159800.00 ns, 119.8244 ns/op
